q0004,q0005,q0006,q0014_0004,q0014_0005,q0014_0006,q0014_0007,q0014_0008,q0014_0009,q0016_0001,q0016_0002,q0016_0003,q0017_0001,q0017_0002,q0017_0003,q0017_0004,q0017_0005,q0017_0006,q0017_0007,q0017_0008,q0017_0009,q0019_0001,q0019_0002,q0020,q0021_0001,q0021_0002,q0022_0001,q0022_0002,q0022_0003,q0022_0004,q0022_0005,q0023_0001,q0023_0002,q0023_0003,q0025,q0026,q0027_0001,q0027_0002,q0027_0003,q0030,q0031_0001,q0031_0002,q0031_0003,Q7.1_7.6,Q8.1_8.7,Q15.1_Q15.8,Q18.1.1_Q18.1.10,Q18.2.1_18.2.10,Q18.3.1_Q18.3.10,y1,y2,y3
7,2,3,1,1,1,1,1,1,1,0,0,3,1,5,3,6,3,6,2,7,5,5,1,1,1,1,1,1,1,5,1,1,1,1,2,2,0,2,1,2,2,2,4,5,4,4,1,4,3,2,3
7,2,2,1,1,1,1,2,1,1,0,0,1,1,5,4,5,4,5,2,7,2,2,1,2,2,1,1,2,2,4,1,1,1,1,2,2,0,2,1,2,2,2,4,4,4,2,2,1,1,1,1
7,6,1,2,5,2,1,2,3,1,0,0,1,4,5,2,5,5,3,3,7,5,5,2,7,7,3,3,3,3,3,1,1,1,3,1,2,0,0,1,2,2,2,4,6,5,1,1,1,4,2,4
7,6,3,2,2,3,2,4,4,2,0,1,2,5,5,4,5,3,5,1,7,5,5,2,7,7,5,5,5,3,3,4,4,4,3,1,3,0,0,1,2,2,2,4,4,2,1,1,1,4,4,4
7,1,3,1,1,1,1,3,3,0,0,0,1,2,5,2,2,2,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,0,5,1,1,1,4,4,6,2,1,3,1,1,1
7,5,1,3,2,2,1,1,3,1,0,0,1,3,5,2,5,5,5,2,7,2,2,1,2,2,1,1,1,1,4,1,1,1,1,1,1,2,0,1,2,2,2,4,6,4,2,1,1,2,2,4
7,6,2,2,2,2,2,2,2,0,0,0,1,5,5,4,5,5,5,2,5,4,4,2,7,7,2,2,2,2,5,1,1,1,2,1,3,1,0,1,2,2,2,1,4,4,1,1,1,4,2,5
7,6,1,3,1,1,2,1,1,1,0,0,1,2,5,4,5,4,5,2,7,5,5,1,1,1,3,3,3,3,3,1,1,1,3,2,2,0,2,1,2,2,2,4,5,4,1,1,1,4,4,4
7,6,1,2,2,1,1,2,2,1,0,0,1,2,5,3,5,4,5,2,5,5,5,1,3,3,1,1,2,1,5,1,1,1,2,1,2,0,2,1,2,2,2,4,6,4,1,1,1,4,4,4
7,5,2,1,1,1,1,1,1,0,0,0,2,1,5,4,5,5,3,5,7,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,0,1,1,2,2,2,1,1,5,2,2,2,1,1,2
7,2,2,1,1,1,1,1,1,1,0,0,1,2,5,5,5,5,5,3,7,2,3,1,2,3,2,2,3,2,5,2,1,1,3,2,1,0,1,1,2,2,2,4,5,6,1,1,1,1,2,2
7,5,1,1,2,3,1,2,3,1,0,0,1,2,5,2,5,5,2,3,2,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2,1,0,1,1,2,2,2,4,5,6,2,2,2,1,1,1
7,6,2,2,1,1,1,2,2,0,0,0,2,1,5,3,5,5,3,5,7,1,2,1,1,1,2,2,3,4,2,2,2,5,3,2,2,2,0,1,2,2,2,1,4,5,8,8,8,2,2,3
7,6,1,3,2,2,2,2,2,1,0,0,2,2,5,2,5,5,4,2,7,2,2,1,2,2,2,2,3,2,4,1,1,1,1,1,2,0,1,1,2,2,2,4,4,5,1,1,1,2,2,2
12,1,2,1,2,2,1,1,2,1,0,0,5,5,5,5,5,5,5,1,5,2,4,2,7,7,5,5,5,5,1,3,3,3,6,1,1,0,0,1,2,1,1,1,1,2,9,1,4,1,1,1
7,3,1,2,4,2,2,2,3,0,0,0,1,1,2,3,5,5,3,5,7,2,3,1,1,1,2,2,2,2,5,1,2,1,1,1,2,0,2,1,2,2,2,4,5,5,2,2,2,3,2,3
7,2,1,2,2,2,3,4,2,1,0,0,2,3,5,5,5,5,5,3,5,4,2,1,3,3,2,2,2,2,5,1,1,1,3,2,1,1,1,1,2,2,2,1,5,4,1,1,1,3,3,2
7,1,3,4,3,2,2,2,2,1,0,0,1,2,5,2,5,5,5,2,6,5,5,1,3,3,3,3,4,4,2,3,3,4,3,1,2,0,2,1,2,2,2,4,4,4,4,1,4,4,4,4
7,1,1,2,1,2,2,2,2,1,0,0,1,3,5,3,5,5,5,4,5,4,4,2,7,7,1,1,1,1,5,1,1,1,1,2,2,1,1,1,2,2,2,4,4,4,1,1,1,1,1,1
12,1,3,2,2,1,1,2,3,1,0,0,2,1,5,4,5,4,5,2,5,1,2,1,2,2,1,1,1,1,5,1,1,1,1,2,2,0,0,1,2,2,2,3,4,6,4,1,4,1,1,1
1,1,1,3,2,2,2,3,3,1,0,0,1,2,5,1,5,3,5,4,5,5,5,2,7,7,2,2,2,2,5,1,1,1,1,2,1,2,0,1,2,2,2,3,6,6,1,1,1,4,4,4
7,6,2,2,2,1,1,1,1,1,0,0,1,3,5,3,5,5,5,3,7,3,4,1,1,1,2,1,3,2,2,2,2,2,3,1,0,0,0,1,2,2,2,3,5,4,1,1,1,2,2,2
7,6,1,2,2,2,1,1,1,0,0,0,1,2,5,5,5,5,5,5,7,2,2,1,4,4,2,2,3,4,3,1,1,1,2,1,2,0,0,1,2,2,2,1,5,4,2,2,1,3,3,2
1,6,1,4,1,1,1,2,2,0,0,0,1,3,5,3,5,5,1,5,7,5,5,1,2,1,2,2,5,2,5,1,1,1,2,1,1,0,0,1,2,2,2,2,6,5,1,1,1,4,4,4
7,3,1,2,3,1,1,3,1,0,0,0,1,2,5,3,5,4,2,5,5,2,4,1,3,3,3,1,2,1,5,1,1,1,1,1,2,0,2,1,2,2,2,4,4,5,1,1,1,3,3,4
7,6,2,2,2,1,1,1,3,0,0,0,1,2,5,3,5,5,4,5,5,1,7,1,1,1,4,4,3,5,1,1,2,2,4,1,1,0,0,1,2,2,2,2,4,5,2,2,9,3,5,5
7,6,1,2,2,1,1,1,1,1,0,0,1,3,5,5,5,5,5,3,7,4,4,1,1,1,1,1,1,1,5,1,1,1,1,1,2,1,1,1,2,2,2,4,4,4,1,1,1,3,3,2
1,5,2,1,5,1,1,2,1,0,0,0,1,1,5,2,5,4,3,5,7,2,2,1,2,2,1,1,1,1,4,1,1,1,1,1,1,0,0,1,2,2,2,1,5,5,2,8,8,1,1,2
7,6,2,2,5,2,1,2,1,0,0,0,1,2,5,2,5,4,5,4,5,1,2,1,1,2,1,2,3,5,5,1,1,1,1,2,1,0,1,1,2,2,2,4,4,4,3,3,3,3,1,3
7,5,2,1,1,1,1,1,1,1,0,0,1,2,5,3,5,5,4,1,5,4,4,1,2,2,1,1,2,1,5,1,1,1,1,2,3,1,0,1,2,2,2,4,6,6,2,2,3,1,2,2
1,1,2,2,2,2,2,2,2,1,0,1,1,2,5,3,5,4,5,1,7,5,4,1,3,3,2,2,3,2,2,2,2,5,2,2,2,0,2,1,2,2,2,4,6,4,1,1,4,4,3,3
1,6,2,2,5,1,1,1,1,0,0,0,2,1,5,3,5,5,5,5,7,1,2,1,1,2,1,1,1,1,5,1,1,1,1,1,1,0,0,1,2,2,2,1,6,4,2,2,3,1,1,5
1,5,3,1,1,1,1,1,1,0,0,0,1,2,5,4,5,4,4,5,5,2,2,1,2,2,1,1,3,1,5,1,1,1,1,1,2,0,0,1,2,2,2,4,6,5,2,2,2,1,1,1
4,2,1,4,2,3,4,3,3,0,0,0,3,2,5,3,5,5,4,5,5,4,4,1,2,2,1,1,1,1,1,1,1,1,1,1,2,0,1,1,2,2,2,4,4,6,2,2,1,2,2,2
1,6,2,1,1,1,1,1,1,0,0,0,1,5,5,4,5,3,3,5,7,2,2,2,7,7,1,2,2,2,5,1,1,1,2,1,2,0,0,1,2,2,2,1,5,5,1,8,8,1,1,2
1,1,2,2,1,1,1,1,1,0,0,0,2,2,5,4,5,4,3,5,5,2,2,1,1,1,1,1,1,1,5,1,1,1,1,1,2,0,0,1,2,2,2,3,6,6,2,2,2,2,2,3
1,1,1,4,2,2,2,3,2,1,0,0,1,2,5,4,5,4,5,2,7,4,4,1,2,2,2,2,3,2,5,2,2,4,3,2,2,0,0,1,2,2,2,3,5,4,1,1,1,3,2,2
1,8,2,2,1,1,1,2,2,0,0,0,1,4,5,4,5,5,3,5,7,5,5,2,7,7,1,1,3,1,5,1,1,3,2,1,1,2,0,1,2,2,2,1,6,4,1,1,1,3,3,3
1,1,3,2,2,2,2,2,1,0,0,0,2,5,5,4,5,5,3,5,5,4,5,2,7,7,3,2,2,4,5,1,1,2,2,1,1,0,0,1,2,2,2,1,6,5,1,1,1,2,2,2
1,1,3,2,3,2,3,2,2,1,0,0,1,4,5,1,5,5,5,2,7,4,5,2,7,7,3,2,4,5,2,2,2,2,3,1,2,0,0,1,2,2,2,3,2,4,1,1,4,4,3,4
1,2,2,1,5,1,1,2,2,1,0,1,2,1,5,4,5,5,5,3,7,2,2,1,2,2,1,1,1,3,5,1,1,1,3,2,2,0,0,1,2,2,2,3,4,5,2,3,3,1,2,3
1,1,1,4,2,2,4,2,4,0,0,0,1,1,7,2,5,4,5,2,5,4,5,3,7,7,1,2,3,2,5,1,1,1,1,2,1,0,0,1,2,2,2,1,5,6,7,1,4,2,3,2
12,4,2,3,2,2,2,3,2,0,0,0,2,1,5,5,5,5,4,5,7,2,2,1,2,4,3,3,3,2,4,1,1,1,2,1,2,0,0,1,2,2,2,1,5,6,2,2,2,2,2,3
12,1,3,3,3,2,2,2,2,0,0,0,1,1,5,5,5,5,5,3,5,1,4,1,2,3,1,1,1,1,5,1,1,1,2,1,2,0,0,1,2,2,2,3,3,4,4,1,4,2,5,2
1,6,2,2,2,2,2,2,3,1,0,0,1,5,5,5,5,5,5,2,7,4,4,2,7,7,3,4,4,5,2,2,2,4,4,1,2,0,0,1,1,1,2,3,4,3,1,1,1,4,4,4
1,1,2,4,2,2,2,2,2,1,0,0,2,2,5,4,5,4,5,1,7,5,5,2,7,7,2,2,2,2,4,1,1,2,2,1,3,0,0,1,2,2,2,3,4,6,1,1,1,4,4,4
1,1,1,1,1,1,1,2,2,1,0,0,1,1,5,3,5,4,5,3,7,4,4,1,4,4,3,3,3,3,5,1,1,1,3,2,2,0,1,1,2,2,2,1,5,4,1,1,1,3,3,4
1,1,2,2,2,1,1,2,2,0,0,0,1,2,5,2,6,2,2,6,7,2,4,1,1,1,1,1,1,1,6,1,1,1,1,2,2,0,1,1,2,2,2,4,4,5,1,2,1,2,2,3
1,1,2,2,1,1,1,1,1,0,0,0,2,1,5,4,5,5,4,5,7,2,2,1,3,3,1,1,1,1,5,2,2,2,2,1,1,0,0,1,1,2,2,1,7,5,2,2,2,1,1,1
1,1,1,2,2,2,2,2,3,0,0,0,1,6,5,4,4,6,6,6,7,5,5,1,5,3,2,2,2,3,3,1,1,2,1,2,0,0,0,1,2,2,2,2,6,4,1,1,1,3,4,4
8,1,3,2,1,1,1,1,2,1,0,0,2,2,5,3,5,4,5,3,6,2,2,1,2,2,2,2,3,2,4,1,1,1,2,2,5,1,1,1,2,2,2,4,6,4,2,3,4,1,1,4
4,1,3,3,1,2,1,2,1,0,0,0,1,2,5,3,5,5,4,5,5,2,4,1,3,4,2,2,2,4,3,1,1,1,2,2,1,0,0,1,2,2,2,3,4,5,3,3,3,3,2,4
12,1,3,4,5,2,1,1,1,0,0,0,1,2,5,4,5,5,3,5,5,1,3,1,1,1,2,3,3,3,5,1,1,1,1,1,1,0,0,1,2,2,2,3,4,5,2,2,1,2,2,3
7,2,2,1,5,1,1,1,1,0,0,0,2,2,5,4,5,4,3,5,7,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2,2,0,0,1,2,2,2,3,3,5,2,2,1,1,1,2
14,5,2,3,3,2,2,2,2,0,0,0,1,5,5,2,5,5,2,5,5,5,5,2,7,7,2,2,5,2,5,2,2,2,2,1,1,0,0,1,2,2,2,1,3,5,1,1,1,4,4,2
7,2,2,2,2,2,2,2,2,0,0,0,1,2,5,2,5,4,3,5,7,2,2,1,2,2,1,1,2,1,5,1,1,1,1,1,2,0,0,1,2,2,2,3,2,6,2,2,2,1,1,1
4,1,2,4,2,3,2,2,2,0,0,0,2,2,5,3,5,4,5,5,7,3,4,1,1,3,5,2,2,2,2,1,1,1,5,2,2,0,0,1,2,2,2,3,5,5,2,2,1,4,4,2
7,6,3,2,2,1,1,1,1,0,0,0,1,2,5,5,5,5,5,3,7,1,2,1,2,2,2,2,3,1,5,1,1,1,2,1,2,0,0,1,2,2,2,3,4,4,2,1,4,1,2,2
4,1,2,2,3,3,2,2,3,0,0,0,2,1,5,4,5,5,5,5,4,2,2,1,2,2,3,2,3,3,2,1,1,1,3,1,2,0,0,1,2,2,2,1,6,6,2,2,2,2,2,5
7,5,3,2,2,1,1,2,1,1,0,1,3,2,5,3,5,3,5,2,6,2,2,1,3,3,1,1,2,1,4,1,1,2,1,1,2,0,0,1,2,2,2,3,6,6,2,1,4,2,2,2
7,1,3,2,2,1,1,1,1,1,0,0,1,3,5,2,5,5,5,2,5,2,2,1,1,1,1,1,1,1,5,1,1,1,1,2,3,0,0,1,2,2,2,4,2,6,1,1,1,2,2,2
1,5,2,1,1,1,1,2,2,1,0,0,1,2,5,3,5,5,5,3,5,4,5,1,2,2,1,1,2,1,2,1,1,1,1,1,2,0,0,1,2,2,2,3,5,4,2,1,4,2,2,3
7,2,1,2,2,1,1,1,1,0,0,0,1,2,5,2,5,5,3,5,5,2,2,2,7,7,1,1,1,1,5,1,1,1,1,1,1,0,0,1,2,2,2,2,6,5,2,2,1,1,2,2
7,2,1,3,4,2,1,1,1,0,0,0,1,1,5,4,5,4,3,5,5,1,4,1,1,1,1,1,1,1,4,1,1,1,1,2,2,0,0,1,2,2,2,3,6,6,2,2,2,1,2,5
7,2,3,1,1,1,1,1,1,1,0,0,1,1,5,5,5,5,3,5,5,1,2,1,1,1,1,1,1,1,5,1,1,1,1,1,1,0,0,1,2,2,2,2,5,5,2,2,3,1,1,1
7,2,3,1,5,1,1,1,1,0,0,0,1,2,5,3,5,4,4,5,7,1,2,1,2,1,2,3,4,2,5,1,1,1,1,1,1,0,0,1,2,2,2,3,5,4,2,2,1,3,5,5
7,6,2,2,1,1,1,2,2,0,0,0,1,2,4,1,5,3,2,5,5,2,3,1,2,2,1,1,1,1,5,1,1,1,1,2,2,0,1,1,2,2,2,4,5,6,1,1,1,2,2,2
7,6,1,2,2,1,2,2,2,0,0,0,1,2,5,3,5,5,5,3,5,2,2,1,2,2,1,1,1,1,5,1,1,1,1,1,2,0,0,1,2,2,2,3,5,4,2,2,1,1,1,2
14,2,3,2,5,3,3,3,3,0,0,0,1,2,3,3,5,4,5,5,5,2,2,1,5,4,1,2,1,2,4,1,1,1,2,2,2,0,0,1,2,2,2,3,6,4,3,3,3,2,2,2
7,5,1,1,1,1,1,2,2,0,0,0,5,5,5,1,5,5,3,5,6,2,2,2,7,7,1,1,2,2,6,1,1,1,1,2,2,0,0,1,2,2,2,3,4,3,10,1,1,1,2,5
7,6,2,2,1,1,2,2,1,1,0,0,1,3,5,4,5,5,5,2,7,4,4,1,3,2,2,1,3,2,5,5,2,5,2,1,2,2,0,1,2,2,2,3,6,4,1,1,1,4,4,4
3,6,1,3,5,2,2,2,1,1,0,0,1,1,3,3,5,4,5,3,6,2,2,1,2,3,2,3,2,3,3,1,1,1,2,1,2,0,2,1,2,2,2,4,5,4,2,2,1,2,2,4
6,6,1,1,1,1,1,1,1,1,0,0,1,2,5,5,5,5,5,3,7,1,1,1,1,2,4,3,3,1,4,1,1,1,1,2,0,0,2,1,2,2,2,4,4,4,2,1,4,1,1,1
1,6,2,3,4,2,2,1,2,1,0,0,1,1,5,5,5,5,5,1,7,5,5,1,3,3,2,2,4,4,4,2,2,2,3,1,0,0,0,1,2,2,2,1,3,4,1,1,1,3,3,3
8,1,3,2,5,1,1,1,1,2,0,0,2,1,5,3,5,5,5,3,6,1,2,1,4,2,1,1,3,1,5,1,1,1,1,2,3,1,1,1,2,2,2,4,4,4,3,3,3,1,2,2
3,1,2,2,1,2,2,2,2,0,0,0,2,1,5,4,5,4,4,5,7,2,2,1,4,3,2,2,2,3,5,1,1,1,1,1,2,0,0,1,2,2,2,3,5,5,1,1,1,3,3,3
1,5,2,2,1,1,1,1,2,0,0,0,2,2,4,3,5,5,4,4,7,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,0,0,1,2,2,2,2,6,6,3,3,3,1,1,2
7,5,2,2,2,2,2,2,2,0,0,0,2,5,5,3,5,5,5,5,5,5,5,2,7,7,2,2,3,2,5,1,1,1,1,2,2,0,0,1,2,2,2,3,5,3,1,1,1,4,4,2
12,1,3,2,1,2,2,2,3,1,0,0,1,1,5,5,5,5,5,3,7,2,4,1,2,2,1,1,1,2,5,2,2,1,2,1,1,0,0,1,2,2,2,1,2,6,2,2,4,2,2,3
7,6,3,1,2,2,2,2,2,3,0,0,1,3,5,3,5,5,5,2,5,2,3,2,7,7,1,1,1,1,1,2,2,2,2,1,4,0,0,1,2,2,2,3,5,6,4,1,4,1,2,2
7,2,3,1,2,1,1,1,2,0,0,0,1,2,5,3,5,5,4,5,7,1,2,2,7,7,1,1,1,1,5,1,1,1,1,1,2,0,2,1,2,2,2,4,5,5,1,1,1,1,1,2
7,2,3,1,1,1,2,1,1,0,0,0,3,2,5,5,5,5,4,5,5,1,2,2,7,7,2,2,3,1,1,1,1,1,2,1,2,0,0,1,2,2,2,3,4,5,1,1,1,1,1,2
7,5,2,1,1,1,1,2,1,1,0,0,1,2,5,2,5,5,5,1,7,1,1,1,2,1,1,1,1,1,5,1,1,1,2,1,1,0,0,1,2,2,2,2,6,4,1,1,1,1,1,2
7,2,2,3,1,1,2,2,2,1,0,0,1,3,5,5,5,5,5,5,5,4,4,1,4,4,2,2,2,2,5,1,1,1,3,1,2,0,1,1,2,2,2,4,5,6,1,1,4,1,1,2
1,4,1,3,3,2,2,2,2,1,0,0,2,1,5,4,5,4,5,2,7,2,2,1,2,2,3,3,3,3,3,2,1,2,2,1,0,0,0,1,2,2,2,1,5,6,2,2,2,2,2,3
7,6,2,2,3,1,1,2,2,0,0,0,1,5,5,2,5,4,5,5,7,5,5,2,7,7,3,4,4,5,2,3,4,4,4,1,1,0,0,6,1,1,2,3,6,8,3,3,3,4,4,4
7,2,3,2,2,1,2,1,1,1,0,0,1,5,5,5,5,4,5,2,7,4,3,2,7,7,2,1,1,2,4,2,1,3,2,1,2,0,2,1,2,2,2,4,5,4,1,1,1,2,2,4
7,6,2,2,2,2,2,3,2,1,0,0,2,2,5,2,5,5,5,2,5,5,5,1,2,2,3,3,4,3,4,2,2,2,2,2,2,0,1,1,2,2,2,4,4,4,2,2,1,4,4,4
7,8,3,3,2,2,1,2,2,1,0,0,2,4,5,3,5,5,5,3,6,4,4,1,6,6,2,2,2,2,4,2,2,2,3,2,2,0,0,1,2,2,2,3,4,3,1,1,1,2,2,2
7,6,1,1,1,2,1,1,2,1,0,0,1,2,2,5,5,5,5,5,7,2,2,1,1,1,1,1,1,2,3,1,1,1,1,1,2,0,2,1,2,2,2,4,1,5,2,2,1,2,2,3
7,6,1,2,2,1,1,2,2,0,0,0,1,4,5,2,5,4,2,5,5,4,4,1,3,3,2,2,2,2,5,1,1,1,1,1,3,0,2,1,2,2,2,4,5,5,1,1,1,3,2,3
1,6,3,2,3,1,1,1,1,1,0,1,1,2,5,4,5,5,4,2,7,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,0,0,1,2,2,2,1,5,5,3,3,3,1,1,2
7,6,2,2,1,2,2,2,1,0,0,0,1,2,5,3,5,4,2,5,7,2,2,1,1,1,1,1,1,1,5,1,2,1,1,2,1,0,1,1,2,2,2,4,6,5,2,2,2,2,5,5
1,6,3,2,4,1,1,2,2,0,0,0,1,1,5,3,5,4,5,3,7,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,2,0,0,1,2,2,2,3,5,4,2,2,2,1,1,3
7,6,1,2,1,1,1,1,1,0,0,0,2,2,5,2,5,5,4,5,5,2,2,1,2,2,1,2,2,1,5,1,1,1,1,1,1,0,0,1,2,2,2,3,5,5,1,2,1,1,2,3
7,6,1,2,3,3,1,1,2,0,0,0,1,3,5,5,5,5,4,5,5,4,4,1,4,4,2,2,5,2,4,1,1,1,1,1,2,0,1,1,2,2,2,4,4,5,2,2,1,2,2,4
3,6,1,2,1,1,1,1,1,1,0,0,1,1,5,3,5,5,5,3,5,2,2,1,2,2,3,3,2,1,4,1,1,1,1,1,2,2,1,1,2,2,2,1,5,4,2,2,2,1,1,3
7,5,1,2,1,1,1,2,1,2,0,0,1,3,5,3,5,5,5,5,5,3,3,1,1,1,1,1,1,1,5,1,1,1,1,2,40,0,0,1,2,2,2,4,5,4,1,1,1,1,4,1
3,2,2,3,3,2,2,2,2,1,0,0,2,3,5,5,5,5,5,3,7,2,2,1,2,4,1,2,2,1,5,1,1,1,1,1,2,1,0,1,2,2,2,3,5,4,2,1,4,3,3,3
1,3,2,2,1,2,2,2,2,1,0,0,1,5,5,3,5,3,5,5,7,5,5,2,7,7,3,3,3,3,2,2,2,5,6,2,2,0,0,1,2,2,2,1,5,3,1,1,1,4,4,3
4,6,4,2,5,2,1,2,2,1,0,0,2,2,5,4,5,5,4,2,7,1,2,1,1,1,2,3,3,2,4,2,2,2,2,2,1,0,0,1,2,2,2,6,4,4,4,1,4,3,3,3
1,2,4,2,3,1,2,2,2,0,0,0,1,4,5,1,5,4,5,5,5,4,4,2,7,7,1,1,3,1,5,1,1,1,1,1,2,0,0,1,2,2,2,2,4,6,3,3,3,1,1,2
2,3,1,2,2,2,2,2,2,0,0,0,2,1,5,4,5,4,5,4,7,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,0,0,1,2,2,2,4,4,5,2,2,4,1,2,3
1,1,3,1,2,1,1,2,2,1,0,0,1,2,5,3,5,3,4,2,7,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,0,1,1,2,2,2,2,6,6,4,1,4,2,2,2
1,3,2,2,1,1,1,2,2,0,0,0,1,1,5,4,5,5,5,5,5,1,1,1,2,3,1,1,1,1,3,1,1,1,1,1,2,0,0,1,2,2,2,2,6,6,2,2,2,2,2,3
5,5,1,2,1,1,1,4,3,1,0,0,1,1,5,5,5,4,5,1,5,1,1,1,2,1,1,1,1,1,4,1,1,3,1,2,1,0,0,1,2,2,2,3,5,4,2,2,2,1,1,2
1,2,1,3,2,1,1,1,2,0,0,0,1,1,2,5,5,5,5,5,5,2,2,1,1,1,1,1,1,1,4,1,1,1,1,2,1,0,0,1,2,2,2,1,5,4,5,2,2,1,1,2
1,1,3,2,2,1,2,4,3,0,0,0,2,3,5,4,5,5,5,5,6,2,3,1,5,5,2,2,3,3,4,1,1,1,1,1,1,0,0,1,2,2,2,2,4,4,2,2,9,3,3,4
1,1,1,2,1,1,1,1,1,0,0,0,1,2,3,4,5,5,5,5,7,2,2,1,2,4,1,1,1,1,5,1,1,1,1,2,2,0,2,1,2,2,2,4,4,8,1,1,1,2,1,2
2,6,1,2,2,1,3,2,2,0,0,0,1,1,4,3,2,4,4,3,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,0,0,1,2,2,2,3,5,4,2,7,7,2,3,3
1,6,3,2,2,2,2,2,2,0,0,0,1,1,3,2,5,5,5,5,5,3,3,1,3,3,3,3,3,3,2,1,1,1,3,2,1,0,0,1,2,2,2,1,5,5,3,3,3,3,3,3
11,6,1,1,1,1,1,1,1,0,0,0,1,2,3,2,5,3,3,5,5,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,2,2,4,6,4,3,3,3,1,1,1
1,2,3,2,1,1,1,2,2,0,0,0,2,1,5,3,5,4,3,5,5,1,2,1,1,1,2,1,2,2,5,1,1,1,2,2,2,0,0,1,2,2,2,3,6,6,2,8,2,2,1,4
1,6,1,2,1,2,1,2,1,1,0,0,1,1,5,2,5,3,5,2,5,2,2,1,3,3,1,1,1,1,5,1,1,1,1,1,2,0,0,1,2,2,2,3,6,4,2,2,1,2,2,2
5,6,1,2,2,2,1,2,2,0,0,0,2,1,5,2,5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2,21,0,0,1,2,2,2,2,6,4,2,2,1,1,1,3
7,2,3,1,1,1,1,1,1,0,0,0,1,2,5,2,5,4,5,5,7,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2,2,0,0,1,2,2,2,4,6,6,2,2,3,1,1,1
1,6,1,1,5,3,2,1,3,0,0,0,1,2,5,3,6,5,3,2,5,1,1,1,1,1,1,1,1,1,6,1,1,1,1,2,3,0,0,1,2,2,2,3,5,4,2,2,1,1,1,1
7,5,1,1,3,1,1,1,1,0,0,0,1,1,5,2,5,4,4,5,6,2,4,1,1,1,1,1,1,1,5,1,1,1,1,1,2,0,0,1,2,2,2,3,6,6,1,1,1,2,2,2
1,1,3,2,2,2,1,2,2,2,0,0,2,1,5,4,5,5,5,3,7,2,2,1,2,3,2,2,2,2,5,1,1,1,1,1,3,0,0,1,2,2,2,3,4,4,2,2,2,2,2,3
11,6,2,2,1,1,1,1,1,0,0,0,1,1,5,3,5,4,5,4,7,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,0,0,1,2,2,2,1,4,6,2,3,3,1,1,1
1,1,3,2,1,1,1,1,2,0,0,0,2,2,5,2,5,5,5,4,5,2,2,1,3,2,1,1,2,2,5,1,1,1,1,2,1,0,0,1,2,2,2,1,4,6,2,2,1,1,2,2
1,6,2,1,2,1,1,1,1,1,0,0,1,1,5,4,5,5,5,3,7,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,0,1,1,2,2,2,4,5,6,2,2,4,1,1,1
3,2,3,1,2,2,1,2,1,0,0,0,2,3,5,3,5,5,5,5,7,2,2,1,4,4,3,2,3,2,5,1,1,1,1,1,3,0,0,1,2,2,2,1,5,6,2,2,2,1,1,1
12,1,2,2,2,2,2,2,2,0,0,0,2,1,5,4,5,5,5,2,7,2,2,1,2,2,3,3,3,2,4,1,1,1,1,1,3,0,0,1,2,2,2,1,5,4,2,2,2,2,2,2
6,6,2,1,1,1,1,1,1,1,0,0,1,2,5,4,5,5,5,2,5,1,1,1,2,2,2,5,5,5,2,1,1,1,1,1,3,2,0,1,2,2,2,1,5,4,2,2,2,2,1,2
1,6,3,2,2,2,2,2,2,0,0,0,1,1,5,5,5,5,5,5,4,4,3,1,4,4,4,4,4,4,2,2,2,2,3,3,1,0,0,1,2,2,2,1,4,4,2,2,3,3,3,3
1,5,1,1,1,1,1,1,4,0,0,0,1,4,5,5,5,5,5,4,7,4,5,1,4,4,1,1,1,2,4,1,1,1,1,1,2,0,0,1,2,1,1,3,5,4,1,1,1,2,2,3
1,2,3,1,5,1,1,1,1,1,0,0,1,1,5,4,5,3,5,2,7,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,3,2,1,1,2,2,2,4,6,6,2,1,4,1,1,1
4,2,3,2,2,2,2,2,2,1,0,0,1,2,5,4,5,5,5,3,7,1,1,1,2,4,2,2,3,2,5,2,1,1,2,2,2,0,1,1,2,2,2,4,6,6,2,2,4,2,2,2
7,6,3,1,1,1,1,1,1,0,0,0,2,1,5,3,5,5,5,3,5,1,1,1,1,1,1,1,1,5,2,1,1,1,3,2,2,1,0,1,2,2,2,1,4,5,2,2,2,1,1,1
8,4,2,2,1,3,4,4,4,0,0,0,1,1,5,3,5,4,5,5,3,1,4,1,3,2,2,3,4,5,2,1,1,1,2,1,2,0,0,1,2,2,2,2,6,6,3,3,3,3,2,4
